ST	clonal_complex	phylogroup	phylogroup_consistency	n_genomes	n_pks_pos	pks_fraction	n_clbS_pos
6411	NA	NA	NA	1	0	0.0000	0
6413	NA	NA	NA	1	0	0.0000	0
6418	NA	NA	NA	1	0	0.0000	0
6419	NA	NA	NA	1	0	0.0000	0
6421	ST23_Cplx	NA	NA	12	0	0.0000	0
6422	NA	NA	NA	4	0	0.0000	0
6423	NA	NA	NA	1	0	0.0000	0
6426	NA	NA	NA	1	0	0.0000	0
6431	NA	NA	NA	4	0	0.0000	0
6436	NA	NA	NA	1	0	0.0000	0
6438	NA	NA	NA	1	0	0.0000	0
6445	NA	NA	NA	3	0	0.0000	0
6446	NA	NA	NA	1	0	0.0000	0
6447	NA	NA	NA	2	0	0.0000	0
6451	ST648_Cplx	NA	NA	1	0	0.0000	0
6452	NA	NA	NA	94	0	0.0000	0
6453	NA	NA	NA	3	0	0.0000	0
6456	ST95_Cplx	NA	NA	1	1	1.0000	1
6465	NA	NA	NA	3	0	0.0000	0
6466	NA	NA	NA	2	0	0.0000	0
6468	NA	NA	NA	1	0	0.0000	0
6473	NA	NA	NA	1	0	0.0000	0
6475	NA	NA	NA	5	0	0.0000	0
6476	NA	NA	NA	2	0	0.0000	0
6477	ST29_Cplx	NA	NA	1	0	0.0000	0
6479	NA	NA	NA	1	0	0.0000	0
6481	NA	NA	NA	1	0	0.0000	0
6483	ST12_Cplx	NA	NA	2	2	1.0000	2
6484	NA	NA	NA	3	0	0.0000	0
6485	ST73_Cplx	NA	NA	1	1	1.0000	1
6488	NA	NA	NA	2	0	0.0000	0
6493	NA	NA	NA	2	0	0.0000	0
6496	NA	NA	NA	1	0	0.0000	0
6497	NA	NA	NA	1	0	0.0000	0
6498	NA	NA	NA	1	0	0.0000	0
6501	NA	NA	NA	1	0	0.0000	0
6502	NA	NA	NA	2	0	0.0000	0
6506	NA	NA	NA	3	0	0.0000	0
6508	NA	NA	NA	1	0	0.0000	0
6509	NA	NA	NA	1	0	0.0000	0
6510	NA	NA	NA	1	0	0.0000	0
6512	NA	NA	NA	1	0	0.0000	0
6514	NA	NA	NA	1	0	0.0000	0
6520	NA	NA	NA	5	0	0.0000	0
6521	NA	NA	NA	1	0	0.0000	0
6524	NA	NA	NA	1	0	0.0000	0
6525	NA	NA	NA	1	0	0.0000	0
6526	NA	NA	NA	1	0	0.0000	0
6527	NA	NA	NA	3	3	1.0000	3
6530	ST14_Cplx	NA	NA	5	0	0.0000	0
6531	NA	NA	NA	1	0	0.0000	0
6536	NA	NA	NA	1	0	0.0000	0
6537	NA	NA	NA	2	0	0.0000	0
6538	ST155_Cplx	NA	NA	2	2	1.0000	2
6539	NA	NA	NA	1	0	0.0000	0
6546	NA	NA	NA	1	0	0.0000	0
6547	NA	NA	NA	1	0	0.0000	0
6552	NA	NA	NA	1	0	0.0000	0
6559	NA	NA	NA	5	0	0.0000	0
6560	NA	NA	NA	1	0	0.0000	0
6563	ST278_Cplx	NA	NA	1	0	0.0000	0
6566	NA	NA	NA	1	0	0.0000	1
6567	NA	NA	NA	1	0	0.0000	0
6570	NA	NA	NA	1	0	0.0000	0
6572	ST12_Cplx	NA	NA	2	2	1.0000	2
6573	NA	NA	NA	1	0	0.0000	0
6574	NA	NA	NA	1	0	0.0000	0
6575	NA	NA	NA	1	0	0.0000	0
6578	NA	NA	NA	1	0	0.0000	0
6579	NA	NA	NA	2	0	0.0000	0
6582	NA	NA	NA	1	0	0.0000	0
6584	NA	NA	NA	1	0	0.0000	0
6590	ST73_Cplx	NA	NA	1	1	1.0000	1
6591	NA	NA	NA	6	0	0.0000	0
6592	NA	NA	NA	2	0	0.0000	0
6594	NA	NA	NA	1	0	0.0000	0
6595	NA	NA	NA	1	0	0.0000	0
6596	NA	NA	NA	1	0	0.0000	0
6597	NA	NA	NA	1	0	0.0000	0
6599	NA	NA	NA	1	0	0.0000	0
6603	NA	NA	NA	1	0	0.0000	0
6604	NA	NA	NA	2	0	0.0000	0
6609	NA	NA	NA	1	0	0.0000	0
6610	NA	NA	NA	1	0	0.0000	0
6611	NA	NA	NA	1	0	0.0000	0
6614	NA	NA	NA	1	0	0.0000	0
6618	NA	NA	NA	1	0	0.0000	0
6620	ST23_Cplx	NA	NA	1	0	0.0000	0
6622	NA	NA	NA	1	0	0.0000	0
6625	ST29_Cplx	NA	NA	1	0	0.0000	0
6630	NA	NA	NA	1	0	0.0000	0
6632	NA	NA	NA	1	0	0.0000	0
6633	NA	NA	NA	1	0	0.0000	0
6636	NA	NA	NA	5	0	0.0000	0
6638	NA	NA	NA	2	0	0.0000	0
6639	NA	NA	NA	5	0	0.0000	0
6640	ST155_Cplx	NA	NA	1	0	0.0000	0
6641	NA	NA	NA	2	0	0.0000	0
6643	NA	NA	NA	3	0	0.0000	0
6644	NA	NA	NA	1	0	0.0000	0
6645	NA	NA	NA	1	0	0.0000	0
6646	NA	NA	NA	1	0	0.0000	0
6655	NA	NA	NA	1	0	0.0000	0
6656	NA	NA	NA	1	0	0.0000	0
6658	NA	NA	NA	1	0	0.0000	0
6660	ST29_Cplx	NA	NA	3	0	0.0000	0
6661	NA	NA	NA	1	0	0.0000	0
6666	ST245_Cplx	NA	NA	1	0	0.0000	0
6669	NA	NA	NA	2	0	0.0000	0
6671	NA	NA	NA	4	0	0.0000	0
6672	NA	NA	NA	1	0	0.0000	0
6674	NA	NA	NA	1	0	0.0000	0
6675	NA	NA	NA	1	0	0.0000	0
6676	ST245_Cplx	NA	NA	1	0	0.0000	0
6683	NA	NA	NA	1	0	0.0000	0
6684	NA	NA	NA	1	0	0.0000	0
6688	ST29_Cplx	NA	NA	2	0	0.0000	0
6689	NA	NA	NA	1	0	0.0000	0
6690	NA	NA	NA	1	0	0.0000	1
6691	NA	NA	NA	4	0	0.0000	0
6693	NA	NA	NA	1	0	0.0000	0
6700	NA	NA	NA	2	0	0.0000	0
6701	NA	NA	NA	21	0	0.0000	0
6707	NA	NA	NA	2	0	0.0000	0
6721	NA	NA	NA	1	0	0.0000	0
6725	ST206_Cplx	NA	NA	2	0	0.0000	0
6726	NA	NA	NA	1	0	0.0000	0
6730	NA	NA	NA	1	0	0.0000	0
6732	NA	NA	NA	1	0	0.0000	0
6736	NA	NA	NA	1	0	0.0000	0
6747	NA	NA	NA	1	0	0.0000	0
6753	NA	NA	NA	3	0	0.0000	0
6754	NA	NA	NA	1	0	0.0000	0
6756	NA	NA	NA	3	0	0.0000	0
6760	NA	NA	NA	1	0	0.0000	0
6761	NA	NA	NA	1	0	0.0000	0
6765	NA	NA	NA	2	0	0.0000	0
6766	NA	NA	NA	1	0	0.0000	0
6767	ST95_Cplx	NA	NA	6	6	1.0000	6
6768	NA	NA	NA	1	0	0.0000	0
6770	NA	NA	NA	1	0	0.0000	0
6772	NA	NA	NA	1	0	0.0000	0
6778	NA	NA	NA	1	0	0.0000	0
6786	NA	NA	NA	1	0	0.0000	0
6794	NA	NA	NA	1	0	0.0000	0
6805	ST206_Cplx	NA	NA	1	0	0.0000	0
6807	NA	NA	NA	2	0	0.0000	0
6816	NA	NA	NA	1	0	0.0000	0
6823	NA	NA	NA	2	0	0.0000	0
6824	NA	NA	NA	1	0	0.0000	0
6834	NA	NA	NA	2	0	0.0000	0
6837	NA	NA	NA	2	0	0.0000	0
6841	ST23_Cplx	NA	NA	4	0	0.0000	0
6845	NA	NA	NA	1	0	0.0000	0
6848	ST73_Cplx	NA	NA	1	0	0.0000	0
6850	NA	NA	NA	1	0	0.0000	0
6852	NA	NA	NA	2	0	0.0000	0
6856	NA	NA	NA	4	0	0.0000	0
6858	NA	NA	NA	3	0	0.0000	0
6866	NA	NA	NA	1	0	0.0000	0
6869	ST29_Cplx	NA	NA	1	0	0.0000	0
6872	NA	NA	NA	1	0	0.0000	0
6876	NA	NA	NA	2	0	0.0000	0
6878	NA	NA	NA	1	0	0.0000	0
6879	NA	NA	NA	1	0	0.0000	0
6880	NA	B2	1.000	9	0	0.0000	0
6886	ST131_Cplx	NA	NA	1	0	0.0000	0
6902	ST23_Cplx	NA	NA	1	0	0.0000	0
6907	NA	NA	NA	1	0	0.0000	0
6916	ST245_Cplx	NA	NA	1	0	0.0000	0
6918	ST245_Cplx	NA	NA	2	0	0.0000	0
6921	ST156_Cplx	NA	NA	2	0	0.0000	0
6954	NA	NA	NA	3	0	0.0000	0
6956	ST11_Cplx	E	1.000	1	0	0.0000	0
6958	NA	NA	NA	1	0	0.0000	0
6968	NA	NA	NA	1	0	0.0000	0
6973	NA	NA	NA	1	0	0.0000	0
6975	NA	NA	NA	1	0	0.0000	0
6984	NA	NA	NA	1	0	0.0000	0
6987	NA	NA	NA	1	0	0.0000	0
6989	NA	NA	NA	1	0	0.0000	0
6992	NA	NA	NA	1	0	0.0000	0
6994	NA	NA	NA	2	0	0.0000	0
6998	NA	NA	NA	1	0	0.0000	0
6999	ST95_Cplx	NA	NA	1	0	0.0000	0
7003	NA	NA	NA	1	0	0.0000	0
7005	ST11_Cplx	E	1.000	1	0	0.0000	0
7006	ST11_Cplx	E	1.000	2	0	0.0000	0
7008	NA	NA	NA	2	0	0.0000	0
7010	NA	NA	NA	9	1	0.1111	1
7013	NA	NA	NA	1	0	0.0000	0
7020	NA	NA	NA	2	0	0.0000	0
7025	ST206_Cplx	NA	NA	1	0	0.0000	0
7026	NA	B1	1.000	2	0	0.0000	0
7030	NA	NA	NA	2	0	0.0000	0
7031	ST32_Cplx	E	1.000	2	0	0.0000	0
7032	NA	NA	NA	2	0	0.0000	0
7039	ST245_Cplx	NA	NA	3	0	0.0000	0
7040	NA	NA	NA	1	0	0.0000	0
7044	ST243_Cplx	NA	NA	1	0	0.0000	0
7073	NA	NA	NA	1	0	0.0000	0
7074	NA	NA	NA	1	0	0.0000	0
7075	NA	NA	NA	2	0	0.0000	0
7077	NA	NA	NA	25	0	0.0000	0
7079	NA	NA	NA	1	0	0.0000	0
7083	NA	NA	NA	2	0	0.0000	0
7084	NA	NA	NA	2	0	0.0000	0
7088	ST155_Cplx	NA	NA	1	0	0.0000	0
7092	NA	NA	NA	5	5	1.0000	5
7093	NA	NA	NA	1	0	0.0000	0
7095	NA	NA	NA	11	0	0.0000	0
7096	NA	NA	NA	2	0	0.0000	0
7097	NA	NA	NA	10	0	0.0000	0
7098	NA	NA	NA	4	0	0.0000	0
7100	NA	NA	NA	5	0	0.0000	0
7102	NA	NA	NA	4	0	0.0000	0
7116	NA	NA	NA	2	0	0.0000	0
7118	NA	NA	NA	1	0	0.0000	0
7122	ST10_Cplx	NA	NA	1	0	0.0000	0
7124	NA	NA	NA	1	0	0.0000	0
7135	NA	NA	NA	1	0	0.0000	0
7139	NA	NA	NA	2	0	0.0000	0
7143	NA	NA	NA	1	1	1.0000	1
7156	NA	NA	NA	3	0	0.0000	0
7164	NA	NA	NA	1	0	0.0000	0
7169	NA	NA	NA	1	0	0.0000	0
7174	NA	NA	NA	3	0	0.0000	0
7193	NA	NA	NA	1	0	0.0000	0
7197	NA	NA	NA	1	0	0.0000	0
7208	NA	NA	NA	1	0	0.0000	0
7210	NA	NA	NA	1	0	0.0000	0
7211	ST20_Cplx	NA	NA	2	0	0.0000	0
7214	ST131_Cplx	NA	NA	1	0	0.0000	0
7217	NA	NA	NA	6	0	0.0000	0
7221	ST131_Cplx	NA	NA	1	0	0.0000	0
7223	NA	NA	NA	1	0	0.0000	0
7224	NA	NA	NA	1	0	0.0000	0
7225	ST86_Cplx	NA	NA	1	0	0.0000	0
7228	ST38_Cplx	NA	NA	1	0	0.0000	0
7229	ST29_Cplx	NA	NA	2	0	0.0000	0
7233	NA	NA	NA	1	0	0.0000	0
7237	ST20_Cplx	NA	NA	1	0	0.0000	0
7242	NA	NA	NA	1	0	0.0000	0
7246	NA	NA	NA	2	0	0.0000	0
7249	NA	NA	NA	1	0	0.0000	0
7250	NA	NA	NA	1	0	0.0000	0
7254	NA	NA	NA	2	0	0.0000	0
7255	NA	NA	NA	1	0	0.0000	0
7256	NA	NA	NA	3	0	0.0000	0
7258	NA	NA	NA	1	0	0.0000	0
7259	NA	NA	NA	1	0	0.0000	0
7261	ST155_Cplx	NA	NA	2	0	0.0000	0
7266	NA	NA	NA	1	0	0.0000	0
7274	NA	NA	NA	1	0	0.0000	0
7275	NA	NA	NA	1	0	0.0000	0
7277	NA	NA	NA	1	0	0.0000	0
7280	NA	NA	NA	4	0	0.0000	0
7281	ST206_Cplx	NA	NA	1	0	0.0000	0
7284	ST38_Cplx	NA	NA	2	0	0.0000	0
7285	NA	NA	NA	2	0	0.0000	0
7288	ST86_Cplx	NA	NA	1	0	0.0000	0
7290	NA	NA	NA	1	0	0.0000	0
7292	ST155_Cplx	NA	NA	1	0	0.0000	0
7301	NA	NA	NA	1	0	0.0000	0
7302	NA	NA	NA	2	0	0.0000	0
7303	ST205_Cplx	NA	NA	2	0	0.0000	0
7306	NA	NA	NA	2	0	0.0000	0
7308	NA	NA	NA	2	0	0.0000	0
7312	NA	NA	NA	1	0	0.0000	0
7313	NA	NA	NA	1	0	0.0000	0
7316	NA	NA	NA	2	0	0.0000	0
7317	NA	NA	NA	1	0	0.0000	0
7320	NA	NA	NA	7	0	0.0000	0
7321	NA	NA	NA	5	0	0.0000	0
7324	NA	NA	NA	3	0	0.0000	0
7325	NA	NA	NA	1	0	0.0000	0
7326	NA	NA	NA	1	0	0.0000	0
7327	NA	NA	NA	1	0	0.0000	0
7328	NA	NA	NA	1	0	0.0000	0
7338	NA	NA	NA	1	0	0.0000	0
7339	ST59_Cplx	NA	NA	1	0	0.0000	0
7340	NA	NA	NA	1	0	0.0000	0
7344	NA	NA	NA	1	0	0.0000	0
7346	NA	NA	NA	1	0	0.0000	0
7353	ST168_Cplx	NA	NA	1	0	0.0000	0
7354	NA	NA	NA	1	0	0.0000	0
7355	NA	NA	NA	7	0	0.0000	0
7357	NA	NA	NA	1	0	0.0000	0
7360	NA	NA	NA	1	0	0.0000	0
7363	NA	NA	NA	1	0	0.0000	0
7366	NA	NA	NA	1	0	0.0000	0
7373	ST152_Cplx	NA	NA	3	0	0.0000	0
7374	NA	NA	NA	1	0	0.0000	0
7382	NA	NA	NA	1	0	0.0000	0
7392	NA	NA	NA	1	0	0.0000	0
7394	NA	NA	NA	1	0	0.0000	0
7396	NA	NA	NA	1	0	0.0000	0
7397	NA	NA	NA	1	0	0.0000	0
7400	NA	NA	NA	1	0	0.0000	0
7403	NA	NA	NA	1	0	0.0000	0
7413	ST32_Cplx	NA	NA	2	0	0.0000	0
7421	NA	NA	NA	1	0	0.0000	0
7422	ST73_Cplx	NA	NA	1	1	1.0000	1
7424	NA	NA	NA	1	0	0.0000	0
7427	NA	NA	NA	1	0	0.0000	0
7444	ST11_Cplx	E	1.000	3	0	0.0000	0
7447	NA	NA	NA	1	0	0.0000	0
7448	NA	NA	NA	1	0	0.0000	0
7449	NA	NA	NA	1	0	0.0000	0
7450	NA	NA	NA	1	0	0.0000	0
7451	NA	NA	NA	1	0	0.0000	0
7452	NA	NA	NA	1	0	0.0000	0
7454	ST206_Cplx	NA	NA	1	0	0.0000	0
7457	NA	NA	NA	7	0	0.0000	0
7474	NA	NA	NA	7	0	0.0000	0
7475	NA	NA	NA	1	0	0.0000	0
7483	NA	NA	NA	2	0	0.0000	0
7484	NA	NA	NA	1	0	0.0000	0
7487	ST349_Cplx	NA	NA	1	0	0.0000	0
7488	ST23_Cplx	NA	NA	1	0	0.0000	0
7492	ST20_Cplx	NA	NA	3	0	0.0000	0
7504	NA	NA	NA	1	0	0.0000	0
7513	NA	NA	NA	1	0	0.0000	0
7515	ST405_Cplx	NA	NA	1	0	0.0000	0
7516	NA	NA	NA	1	0	0.0000	0
7519	ST131_Cplx	NA	NA	2	0	0.0000	0
7520	ST73_Cplx	NA	NA	1	1	1.0000	1
7523	ST12_Cplx	NA	NA	1	1	1.0000	1
7524	NA	NA	NA	1	0	0.0000	0
7527	NA	NA	NA	7	0	0.0000	0
7529	ST155_Cplx	NA	NA	2	0	0.0000	0
7539	ST23_Cplx	NA	NA	1	0	0.0000	0
7543	NA	NA	NA	1	0	0.0000	0
7544	NA	NA	NA	1	0	0.0000	0
7552	NA	NA	NA	1	0	0.0000	0
7554	NA	NA	NA	1	0	0.0000	0
7555	NA	NA	NA	1	0	0.0000	0
7556	NA	NA	NA	1	0	0.0000	0
7557	NA	NA	NA	1	0	0.0000	0
7558	NA	NA	NA	1	0	0.0000	0
7559	NA	NA	NA	1	0	0.0000	0
7561	NA	NA	NA	1	0	0.0000	0
7563	NA	NA	NA	1	0	0.0000	0
7564	NA	NA	NA	1	0	0.0000	0
7565	NA	NA	NA	1	0	0.0000	0
7566	NA	NA	NA	1	0	0.0000	0
7567	NA	NA	NA	1	0	0.0000	0
7568	NA	NA	NA	1	0	0.0000	0
7569	NA	NA	NA	1	0	0.0000	0
7580	NA	NA	NA	1	0	0.0000	0
7581	NA	NA	NA	20	0	0.0000	0
7583	ST11_Cplx	NA	NA	1	0	0.0000	0
7584	NA	NA	NA	1	0	0.0000	0
7588	NA	NA	NA	1	0	0.0000	0
7590	NA	NA	NA	2	0	0.0000	0
7601	NA	NA	NA	1	0	0.0000	0
7606	NA	NA	NA	2	0	0.0000	0
7616	NA	NA	NA	1	0	0.0000	0
7624	NA	NA	NA	1	0	0.0000	0
7627	NA	NA	NA	1	0	0.0000	0
7633	ST152_Cplx	NA	NA	1	0	0.0000	0
7640	NA	NA	NA	1	0	0.0000	0
7641	NA	B2	1.000	1	0	0.0000	0
7652	NA	NA	NA	2	0	0.0000	0
7668	NA	NA	NA	1	0	0.0000	0
7670	NA	NA	NA	1	0	0.0000	0
7671	NA	NA	NA	1	0	0.0000	0
7673	NA	NA	NA	1	0	0.0000	0
7674	NA	NA	NA	1	0	0.0000	0
7681	NA	NA	NA	1	0	0.0000	0
7682	NA	NA	NA	1	0	0.0000	0
7683	NA	NA	NA	2	0	0.0000	0
7701	NA	NA	NA	1	0	0.0000	0
7703	ST122_Cplx	B2	1.000	2	0	0.0000	0
7705	NA	NA	NA	1	0	0.0000	0
7706	NA	NA	NA	1	0	0.0000	0
7708	NA	NA	NA	9	0	0.0000	0
7712	ST32_Cplx	NA	NA	1	0	0.0000	0
7713	NA	NA	NA	1	0	0.0000	0
7714	NA	B1	1.000	5	0	0.0000	0
7715	NA	NA	NA	17	0	0.0000	0
7723	NA	NA	NA	1	0	0.0000	0
7729	NA	NA	NA	2	0	0.0000	0
7734	NA	NA	NA	1	0	0.0000	0
7735	NA	NA	NA	1	0	0.0000	0
7784	ST11_Cplx	NA	NA	2	0	0.0000	0
7785	NA	NA	NA	1	0	0.0000	0
7799	NA	NA	NA	2	0	0.0000	0
7801	NA	NA	NA	1	0	0.0000	0
7804	NA	NA	NA	3	0	0.0000	0
7805	NA	NA	NA	1	0	0.0000	0
7806	ST11_Cplx	NA	NA	1	0	0.0000	0
7808	NA	NA	NA	1	0	0.0000	0
7809	NA	NA	NA	4	0	0.0000	0
7810	NA	NA	NA	1	0	0.0000	0
7811	NA	NA	NA	2	0	0.0000	0
7812	NA	NA	NA	1	0	0.0000	0
7815	NA	NA	NA	1	0	0.0000	0
7827	NA	NA	NA	1	0	0.0000	0
7835	ST20_Cplx	NA	NA	1	0	0.0000	0
7837	ST245_Cplx	NA	NA	1	0	0.0000	0
7848	NA	NA	NA	1	0	0.0000	0
7858	NA	NA	NA	1	0	0.0000	0
7861	ST29_Cplx	B1	1.000	2	0	0.0000	0
7894	ST278_Cplx	NA	NA	1	0	0.0000	0
7936	NA	NA	NA	1	0	0.0000	0
7937	NA	NA	NA	1	0	0.0000	0
7939	NA	NA	NA	1	0	0.0000	0
7940	NA	NA	NA	1	0	0.0000	0
7941	NA	NA	NA	1	0	0.0000	0
7953	NA	B1	1.000	3	0	0.0000	0
7955	ST205_Cplx	NA	NA	1	0	0.0000	0
7961	NA	NA	NA	2	0	0.0000	0
7962	ST38_Cplx	NA	NA	1	0	0.0000	0
7970	NA	NA	NA	1	0	0.0000	0
7973	NA	NA	NA	2	0	0.0000	0
7974	NA	NA	NA	1	0	0.0000	0
7982	NA	NA	NA	1	0	0.0000	0
7984	ST350_Cplx	NA	NA	1	0	0.0000	0
7987	NA	NA	NA	1	0	0.0000	0
8005	NA	NA	NA	1	0	0.0000	0
8010	NA	NA	NA	1	1	1.0000	1
8012	NA	NA	NA	1	0	0.0000	0
8026	NA	NA	NA	1	0	0.0000	0
8027	ST86_Cplx	NA	NA	2	0	0.0000	0
8052	NA	NA	NA	1	0	0.0000	0
8058	NA	NA	NA	1	0	0.0000	0
8063	ST11_Cplx	NA	NA	1	0	0.0000	0
8064	NA	NA	NA	1	0	0.0000	0
8065	NA	NA	NA	1	0	0.0000	0
8067	NA	NA	NA	1	0	0.0000	0
8076	NA	NA	NA	2	0	0.0000	0
8087	NA	NA	NA	3	0	0.0000	0
8097	NA	NA	NA	1	0	0.0000	0
8118	NA	NA	NA	2	0	0.0000	0
8121	NA	NA	NA	2	0	0.0000	0
8124	NA	NA	NA	1	0	0.0000	0
8125	NA	NA	NA	2	0	0.0000	0
8126	NA	NA	NA	1	0	0.0000	0
8131	NA	NA	NA	9	0	0.0000	0
8134	NA	NA	NA	2	0	0.0000	0
8135	NA	NA	NA	1	0	0.0000	0
8138	NA	NA	NA	1	0	0.0000	0
8141	ST156_Cplx	NA	NA	1	0	0.0000	0
8142	NA	NA	NA	1	0	0.0000	0
8144	ST350_Cplx	NA	NA	1	0	0.0000	0
8148	NA	NA	NA	1	0	0.0000	0
8149	NA	NA	NA	11	0	0.0000	0
8155	NA	NA	NA	1	1	1.0000	1
8161	NA	NA	NA	1	0	0.0000	0
8174	NA	NA	NA	1	0	0.0000	0
8175	NA	NA	NA	1	0	0.0000	0
8184	NA	NA	NA	2	0	0.0000	0
8186	NA	NA	NA	1	0	0.0000	0
8189	ST131_Cplx	NA	NA	1	0	0.0000	0
8194	NA	NA	NA	2	0	0.0000	0
8202	ST23_Cplx	NA	NA	1	0	0.0000	0
8205	NA	NA	NA	1	0	0.0000	0
8206	ST469_Cplx	NA	NA	1	0	0.0000	0
8207	NA	NA	NA	1	0	0.0000	0
8211	NA	NA	NA	2	0	0.0000	0
8215	ST29_Cplx	NA	NA	1	0	0.0000	0
8216	ST86_Cplx	NA	NA	1	0	0.0000	0
8219	NA	NA	NA	1	0	0.0000	0
8224	NA	NA	NA	1	0	0.0000	0
8225	ST32_Cplx	NA	NA	1	0	0.0000	0
8226	NA	NA	NA	1	0	0.0000	0
8229	NA	NA	NA	1	0	0.0000	0
8230	NA	NA	NA	1	0	0.0000	0
8231	NA	NA	NA	1	0	0.0000	0
8234	NA	NA	NA	1	0	0.0000	0
8235	NA	NA	NA	1	0	0.0000	0
8237	NA	NA	NA	1	0	0.0000	0
8239	NA	NA	NA	1	0	0.0000	0
8246	ST101_Cplx	NA	NA	1	0	0.0000	0
8249	ST95_Cplx	NA	NA	1	1	1.0000	1
8251	NA	NA	NA	1	0	0.0000	0
8255	NA	NA	NA	1	1	1.0000	1
8256	NA	NA	NA	1	0	0.0000	0
8263	NA	NA	NA	1	0	0.0000	0
8264	NA	NA	NA	2	0	0.0000	0
8266	NA	NA	NA	1	0	0.0000	0
8270	NA	B1	1.000	5	0	0.0000	0
8271	ST469_Cplx	NA	NA	1	0	0.0000	0
8273	NA	NA	NA	1	0	0.0000	0
8274	NA	NA	NA	4	0	0.0000	0
8277	NA	NA	NA	1	0	0.0000	0
8278	NA	NA	NA	2	0	0.0000	0
8280	NA	A	1.000	2	0	0.0000	0
8287	NA	NA	NA	1	0	0.0000	0
8290	NA	B2	1.000	3	3	1.0000	3
8291	NA	NA	NA	2	0	0.0000	0
8292	ST243_Cplx	NA	NA	1	0	0.0000	0
8294	NA	NA	NA	2	0	0.0000	0
8300	NA	A	1.000	1	0	0.0000	0
8304	ST206_Cplx	NA	NA	2	0	0.0000	0
8307	NA	NA	NA	2	0	0.0000	0
8317	NA	NA	NA	1	0	0.0000	0
8318	NA	NA	NA	1	0	0.0000	0
8324	NA	NA	NA	1	0	0.0000	0
8326	ST245_Cplx	NA	NA	2	0	0.0000	0
8337	NA	NA	NA	3	0	0.0000	0
8341	ST11_Cplx	E	1.000	2	0	0.0000	0
8342	NA	NA	NA	1	0	0.0000	0
8344	NA	NA	NA	1	0	0.0000	0
8350	NA	NA	NA	1	0	0.0000	0
8356	NA	NA	NA	3	0	0.0000	0
8358	NA	NA	NA	1	0	0.0000	0
8369	NA	NA	NA	5	0	0.0000	0
8371	NA	NA	NA	2	0	0.0000	0
8375	NA	NA	NA	1	0	0.0000	0
8378	NA	NA	NA	1	0	0.0000	0
8385	NA	NA	NA	1	1	1.0000	1
8386	NA	NA	NA	1	0	0.0000	0
8393	NA	NA	NA	1	0	0.0000	0
8394	NA	NA	NA	1	0	0.0000	0
8395	NA	NA	NA	3	0	0.0000	0
8396	NA	NA	NA	2	0	0.0000	0
8402	NA	NA	NA	1	0	0.0000	0
8405	NA	NA	NA	2	0	0.0000	0
8409	NA	NA	NA	1	0	0.0000	0
8411	NA	NA	NA	1	0	0.0000	0
8412	NA	NA	NA	2	0	0.0000	0
8414	NA	NA	NA	1	0	0.0000	0
8417	NA	NA	NA	1	1	1.0000	1
8418	NA	NA	NA	1	0	0.0000	0
8422	NA	B1	1.000	2	0	0.0000	0
8423	NA	NA	NA	2	2	1.0000	2
8424	NA	NA	NA	1	0	0.0000	0
8425	NA	NA	NA	1	0	0.0000	0
8426	NA	NA	NA	1	0	0.0000	0
8427	NA	NA	NA	1	0	0.0000	0
8428	NA	NA	NA	1	0	0.0000	0
8431	NA	NA	NA	1	0	0.0000	0
8433	NA	NA	NA	1	0	0.0000	0
8434	NA	NA	NA	1	0	0.0000	0
8435	NA	NA	NA	1	0	0.0000	0
8443	NA	NA	NA	1	0	0.0000	0
8444	NA	NA	NA	1	0	0.0000	0
8447	NA	NA	NA	1	0	0.0000	0
8449	NA	NA	NA	2	0	0.0000	0
8457	NA	NA	NA	1	1	1.0000	1
8458	NA	NA	NA	1	0	0.0000	0
8459	NA	NA	NA	1	0	0.0000	0
8460	NA	NA	NA	1	0	0.0000	0
8462	NA	NA	NA	3	0	0.0000	0
8464	NA	NA	NA	1	0	0.0000	0
8465	NA	NA	NA	2	0	0.0000	0
8466	NA	NA	NA	1	0	0.0000	0
8468	NA	NA	NA	1	0	0.0000	0
8472	NA	NA	NA	1	0	0.0000	0
8473	NA	NA	NA	1	0	0.0000	0
8486	NA	NA	NA	10	0	0.0000	0
8493	NA	NA	NA	1	0	0.0000	0
8497	NA	NA	NA	1	0	0.0000	0
8498	NA	NA	NA	1	0	0.0000	0
8508	NA	NA	NA	2	0	0.0000	0
8510	NA	E	1.000	1	0	0.0000	0
8511	NA	NA	NA	1	0	0.0000	0
8512	NA	NA	NA	1	0	0.0000	0
8514	NA	NA	NA	1	0	0.0000	0
8516	NA	NA	NA	1	0	0.0000	0
8518	NA	NA	NA	1	0	0.0000	1
8521	NA	NA	NA	1	0	0.0000	0
8529	NA	NA	NA	1	0	0.0000	0
8531	NA	NA	NA	1	1	1.0000	1
8534	NA	NA	NA	1	0	0.0000	0
8538	NA	NA	NA	1	0	0.0000	0
8540	NA	NA	NA	1	0	0.0000	0
8541	NA	NA	NA	1	0	0.0000	0
8542	NA	NA	NA	1	0	0.0000	0
8543	NA	NA	NA	1	0	0.0000	0
8544	NA	NA	NA	1	0	0.0000	0
8555	NA	NA	NA	2	0	0.0000	0
8556	NA	NA	NA	2	0	0.0000	0
8557	NA	NA	NA	1	0	0.0000	0
8563	NA	NA	NA	1	0	0.0000	0
8564	NA	NA	NA	3	0	0.0000	0
8565	NA	NA	NA	1	0	0.0000	0
8573	NA	NA	NA	1	0	0.0000	0
